MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
20,67,10656,16,8,5,2006,2007,0,0,274,3,2,0,1638,1638,1646,0,1646,3,6,2,2007,870,192,80,11,2007
20,85,6970,9,4,5,1961,1961,0,0,0,0,1,932,108,1040,1120,0,1120,3,5,0,1961,544,168,0,5,2007
60,0,14762,17,5,6,1948,1950,7,4,0,4,5,0,0,0,1547,720,2320,2,7,1,1979,672,120,144,5,2006
60,80,9938,12,7,5,1993,1994,1,1,246,0,0,750,300,1050,1062,887,1949,3,8,1,1993,574,156,90,6,2010
20,60,6600,11,5,5,1962,1962,1,1,0,0,2,0,894,894,894,0,894,2,5,0,1962,308,0,0,8,2009
60,70,8750,0,6,5,1998,1998,0,0,116,0,0,505,299,804,804,878,1682,3,7,0,1998,523,0,77,6,2010
20,74,8892,11,5,7,1953,1996,5,2,0,3,2,0,105,105,910,0,910,3,5,0,1953,414,196,0,10,2008
40,60,12144,11,5,7,1949,1950,3,3,0,0,3,375,457,832,1036,0,1268,3,6,2,1949,288,0,28,9,2009
50,52,5720,7,5,6,1941,1950,2,5,0,0,2,0,676,676,676,455,1131,3,5,0,1941,200,26,0,8,2009
60,75,9000,5,8,5,2007,2007,6,6,0,3,0,64,1120,1184,1184,1426,2610,4,11,2,2007,550,208,364,8,2007
20,94,25286,4,4,5,1963,1963,3,4,0,1,1,633,431,1064,1040,0,1040,3,5,0,1963,648,0,0,1,2007
60,74,8834,10,9,5,2004,2005,0,0,216,0,0,1170,292,1462,1462,762,2224,4,10,2,2004,738,184,0,6,2009
85,88,11782,9,5,7,1961,1995,3,3,0,3,1,899,210,1109,1155,0,1155,3,6,0,1987,576,192,0,6,2010
20,0,7000,0,5,8,1978,2005,0,0,90,0,1,646,218,864,864,0,864,3,6,0,1978,336,0,0,7,2009
20,60,7024,15,5,5,2005,2006,0,0,0,0,1,980,110,1090,1090,0,1090,2,5,0,2005,450,0,49,6,2007
50,44,13758,16,7,5,1990,1991,3,3,117,2,6,902,254,1156,1187,530,1717,3,7,1,1990,400,168,36,4,2007
60,0,9636,17,6,5,1992,1993,0,0,0,0,2,0,808,808,808,785,1593,3,7,1,1993,389,342,40,12,2009
75,60,6204,23,4,5,1912,1950,2,5,0,0,2,0,795,795,954,795,2230,5,10,0,1997,440,0,188,3,2006
20,65,7150,11,5,5,1967,1967,3,3,60,0,4,432,460,892,892,0,892,3,5,0,1967,288,0,0,7,2009
120,50,5119,5,9,5,1999,2000,1,1,60,3,0,1238,460,1698,1709,0,1709,2,5,1,1999,506,97,65,1,2008
90,70,8393,11,5,5,1959,2005,1,1,122,0,6,528,1098,1626,1712,0,1712,4,8,0,2005,588,272,54,6,2006
50,59,16466,15,5,7,1955,1955,1,1,0,0,2,0,816,816,872,521,1393,3,8,0,1955,300,121,0,4,2008
20,95,15865,11,8,6,1970,1970,2,5,0,1,1,351,1043,2217,2217,0,2217,4,8,1,1970,621,81,207,10,2007
20,128,12160,11,6,4,1953,1953,2,5,90,0,4,1024,481,1505,1505,0,1505,2,6,1,1953,505,0,0,2,2009
50,60,8064,11,5,7,1949,2006,1,1,0,2,2,0,672,672,672,252,924,3,6,5,2003,576,0,0,7,2007
60,70,11184,9,6,5,1978,1978,3,3,92,0,6,226,192,918,918,765,1683,3,7,1,1978,440,243,0,7,2009
20,70,8414,9,6,8,1963,2003,3,3,0,0,0,663,396,1059,1068,0,1068,3,6,0,1963,264,192,0,2,2006
20,0,13284,9,5,5,1954,1954,2,4,0,2,4,1064,319,1383,1383,0,1383,3,6,2,1954,354,511,116,6,2008
90,64,7018,12,5,5,1979,1979,7,4,0,4,5,0,0,0,1535,0,1535,4,8,0,1979,400,0,0,6,2009
60,71,7056,11,6,5,1963,1963,3,3,415,0,4,400,380,780,983,813,1796,4,8,1,1963,483,0,50,10,2008
30,50,8765,13,4,6,1936,1950,2,5,0,0,1,285,666,951,951,0,951,2,6,0,1936,327,0,28,4,2006
90,64,7018,12,5,5,1979,1979,7,4,0,4,5,0,0,0,1120,1120,2240,6,12,0,1979,528,154,0,6,2009
20,100,12919,10,9,5,2009,2010,0,0,760,1,0,2188,142,2330,2364,0,2364,2,11,2,2009,820,0,67,3,2010
20,65,6993,9,5,7,1961,1994,3,4,0,0,4,465,447,912,1236,0,1236,3,6,1,1961,288,0,0,6,2006
20,0,7340,11,4,6,1971,1971,3,3,0,0,1,322,536,858,858,0,858,2,4,0,1979,684,0,0,6,2007
20,64,8712,11,5,7,1957,2000,1,1,0,2,4,860,132,992,1306,0,1306,2,5,0,1968,756,0,0,5,2009
60,63,7875,17,7,5,2003,2003,0,0,0,0,2,0,783,783,807,702,1509,3,8,2,2003,393,0,75,7,2006
20,50,14859,17,7,5,2006,2006,0,0,27,0,2,0,1670,1670,1670,0,1670,3,7,2,2006,690,144,60,8,2006
20,0,6173,9,5,6,1967,1967,3,5,75,0,0,599,277,876,902,0,902,3,6,0,1967,288,0,0,8,2007
20,80,9920,11,5,5,1954,1954,3,3,110,0,3,354,412,1056,1063,0,1063,3,6,0,1954,280,0,0,2,2010
20,116,13501,5,8,5,2006,2006,0,0,208,0,0,63,1560,1623,1636,0,1636,3,8,2,2006,865,0,60,6,2007
50,86,11500,2,7,7,1936,1987,4,7,0,0,3,223,794,1017,1020,1037,2057,3,6,2,1936,180,0,0,6,2006
20,0,8885,4,5,5,1983,1983,3,3,0,3,4,301,239,864,902,0,902,2,5,0,1983,484,164,0,6,2006
60,149,12589,17,6,5,2005,2005,0,0,0,0,2,0,742,742,742,742,1484,3,8,2,2005,390,36,24,6,2009
90,80,11600,11,5,5,1960,1960,1,1,361,0,3,443,662,1105,1105,1169,2274,5,12,0,1960,480,0,0,1,2010
20,0,9286,0,5,7,1977,1989,3,4,0,3,1,196,1072,1268,1268,0,1268,3,5,0,1978,252,173,0,10,2009
30,51,6120,8,5,7,1925,1950,1,1,0,0,3,489,279,768,1015,0,1015,3,6,0,1925,450,0,0,7,2006
90,82,6270,2,5,6,1949,1950,1,1,0,0,4,284,717,1001,1001,1001,2002,4,8,0,1949,871,0,0,8,2007
160,30,3000,5,6,5,2009,2009,0,0,76,3,0,294,318,612,612,612,1224,2,4,0,2009,528,0,234,6,2009
160,21,2001,14,4,5,1970,1970,6,6,80,0,2,0,546,546,546,546,1092,3,6,0,1970,286,0,0,1,2007
20,50,9000,13,2,3,1949,1950,8,9,0,3,4,50,430,480,480,0,480,1,4,0,1958,308,0,0,10,2006
20,0,17140,15,4,6,1956,1956,0,0,0,0,1,1059,75,1134,1229,0,1229,3,6,0,1956,284,0,0,4,2009
60,103,13125,12,7,5,1991,1991,3,3,0,2,4,48,422,1104,912,1215,2127,4,8,1,1991,833,72,192,11,2007
20,87,11029,11,6,8,1958,2002,1,1,0,0,1,528,245,1184,1414,0,1414,3,6,1,1990,601,0,51,5,2008
60,70,8462,12,6,5,1994,1994,3,3,105,0,0,814,114,928,936,785,1721,3,7,0,1994,471,300,87,7,2007
90,67,8777,15,5,7,1900,2003,1,1,0,0,1,1084,188,1272,1272,928,2200,4,9,0,0,0,0,70,9,2008
20,65,10237,17,6,5,2005,2006,0,0,0,0,0,28,1288,1316,1316,0,1316,3,6,2,2005,397,100,0,10,2006
120,50,8012,12,6,5,1993,1994,7,4,0,0,6,165,598,1604,1617,0,1617,2,5,3,1993,533,0,69,7,2008
20,79,10240,6,6,6,1980,1980,7,4,157,0,4,625,0,1686,1686,0,1686,3,7,1,1980,612,384,131,5,2006
20,0,15611,6,5,6,1977,1977,0,0,0,3,1,767,266,1126,1126,0,1126,3,6,0,1977,540,180,0,3,2008
60,93,11999,10,8,5,2003,2004,0,0,340,0,2,0,1181,1181,1234,1140,2374,4,10,2,2003,656,104,100,5,2007
60,0,9900,6,7,5,1968,1968,1,1,342,0,4,552,280,832,1098,880,1978,4,9,2,1968,486,0,43,4,2008
20,0,11838,0,8,5,2001,2001,0,0,0,3,2,0,1753,1753,1788,0,1788,3,7,1,2001,522,202,151,6,2009
60,0,13006,17,7,5,1997,1997,3,3,285,0,2,0,964,964,993,1243,2236,4,8,1,1997,642,0,0,11,2006
20,73,8925,16,8,5,2007,2007,0,0,0,3,0,16,1450,1466,1466,0,1466,3,7,0,2007,610,100,18,7,2009
20,70,9100,11,5,6,1965,1965,0,0,0,0,4,338,121,925,925,0,925,2,5,0,1965,429,0,0,7,2009
20,84,11670,5,9,5,2006,2006,0,11,302,0,2,0,1905,1905,1905,0,1905,3,8,2,2006,788,0,191,3,2007
20,63,8487,0,7,5,2004,2004,0,0,210,3,0,20,1480,1500,1500,0,1500,3,6,0,2004,570,192,36,8,2009
20,313,27650,11,7,7,1960,2007,2,5,0,1,0,425,160,585,2069,0,2069,4,9,2,1960,505,0,0,11,2008
30,52,5825,8,4,5,1926,1953,1,1,108,2,2,0,600,600,747,0,747,1,5,0,1953,528,0,0,6,2006
20,67,10083,12,7,5,2003,2003,0,0,0,0,0,833,343,1176,1200,0,1200,2,5,0,2003,555,0,41,8,2009
60,75,9675,5,7,5,2005,2005,0,0,0,2,0,341,772,1113,1113,858,1971,3,8,2,2005,689,0,48,2,2009
60,73,8760,0,7,5,2006,2006,0,0,0,2,0,464,927,1391,1391,571,1962,3,7,0,2006,868,0,90,8,2006
70,0,24090,19,7,7,1940,1950,1,1,0,2,2,0,1032,1032,1207,1196,2403,4,10,1,1940,349,56,0,6,2010
90,55,12640,4,6,5,1976,1976,7,4,0,1,3,936,396,1728,1728,0,1728,4,8,0,1976,574,40,0,7,2006
60,0,8755,17,7,5,1999,1999,0,0,298,0,1,772,220,992,1022,1038,2060,3,8,1,1999,390,0,0,6,2009
90,42,7711,15,4,3,1977,1977,1,1,0,1,0,1440,0,1440,1440,0,1440,4,8,0,0,0,321,0,8,2007
90,100,25000,4,5,4,1967,1967,3,4,0,3,2,0,1632,1632,1632,0,1632,4,8,0,1967,576,0,0,6,2007
20,0,14375,16,6,6,1958,1958,3,3,541,0,0,111,354,819,1344,0,1344,3,7,2,1958,525,0,118,1,2009
50,98,8820,7,5,6,1890,1996,0,0,0,0,6,1088,0,1088,1188,561,1869,2,7,0,1963,456,48,0,9,2009
80,70,8163,11,5,6,1959,1959,3,3,128,3,1,748,102,1144,1144,0,1144,3,6,1,1959,796,86,0,3,2006
20,85,14536,16,8,5,2002,2003,0,0,236,3,0,1300,316,1616,1629,0,1629,3,9,2,2002,808,0,252,11,2007
60,65,14006,0,7,5,2002,2002,0,0,144,4,2,0,936,936,936,840,1776,3,7,1,2002,474,144,96,2,2006
20,78,9360,6,6,7,1972,2006,7,4,0,0,1,982,179,1161,1381,0,1381,3,5,1,1972,676,0,0,3,2010
20,60,7200,11,5,8,1950,2002,0,0,0,0,1,398,317,864,864,0,864,3,5,0,1980,720,194,0,7,2007
20,60,7800,12,5,5,1965,1965,0,0,0,0,4,641,187,828,965,0,965,3,6,0,1979,300,421,0,7,2006
85,60,7200,0,5,8,1972,2003,5,3,0,3,0,660,108,768,768,0,768,2,5,0,1974,396,192,0,4,2009
60,0,11075,4,5,4,1969,1969,3,3,232,3,1,562,29,784,1168,800,1968,4,7,5,1969,530,305,189,9,2008
90,35,9400,15,6,5,1975,1975,5,4,250,1,0,945,0,945,980,0,980,4,4,0,0,0,0,0,10,2006
90,82,7136,2,6,6,1946,1950,1,1,423,0,3,484,495,979,979,979,1958,4,8,0,1946,492,0,0,8,2007
160,24,1300,24,6,6,1980,1980,1,1,0,0,1,285,276,561,561,668,1229,2,5,1,1980,462,150,0,5,2009
20,70,7420,9,5,5,1962,1962,1,1,0,0,3,417,640,1057,1057,0,1057,3,6,0,1977,576,0,0,4,2007
20,65,8450,0,7,5,2003,2003,0,0,0,2,0,699,638,1337,1337,0,1337,3,6,0,2003,531,0,39,10,2007
160,24,2572,5,7,5,1999,1999,1,1,0,0,1,604,92,696,696,720,1416,3,6,0,1999,484,0,44,5,2010
20,50,7207,8,5,7,1958,2008,2,4,0,1,4,696,162,858,858,0,858,2,4,0,0,0,117,0,2,2010
60,0,12227,6,6,7,1977,1995,3,3,424,0,1,896,434,1330,1542,1330,2872,4,11,1,1977,619,550,282,7,2008
160,24,2308,20,6,6,1976,1976,7,10,0,0,1,556,248,804,804,744,1548,3,7,1,1976,440,48,0,7,2007
20,122,11923,0,9,5,2007,2007,0,0,0,0,2,0,1800,1800,1800,0,1800,2,7,0,2007,702,288,136,5,2009
60,80,11316,16,7,5,2002,2003,0,0,44,0,0,624,193,817,824,1070,1894,4,8,2,2002,510,0,40,2,2010
60,65,10237,17,6,5,2005,2007,0,0,0,0,2,0,783,783,783,701,1484,3,8,2,2005,393,0,72,7,2007
50,130,9600,2,5,7,1940,1950,1,1,0,0,3,428,300,728,976,332,1308,2,7,1,1940,256,0,70,6,2009
20,0,7390,11,5,7,1955,1955,2,5,151,0,1,902,196,1098,1098,0,1098,3,6,0,1955,260,0,0,7,2008
50,50,5925,7,3,6,1910,1950,0,0,0,0,2,0,600,600,600,368,968,2,6,0,0,0,0,0,5,2009
190,75,10382,11,6,5,1958,1958,3,3,105,1,1,513,75,588,1095,0,1095,2,6,0,1958,264,0,0,3,2006
50,60,10800,11,4,4,1949,1950,8,9,0,0,2,0,720,720,720,472,1192,4,6,0,0,0,0,0,12,2006
160,36,2268,10,7,5,2003,2004,0,2,106,0,0,567,197,764,764,862,1626,2,6,0,2003,474,0,27,7,2009
120,55,7892,12,6,5,1979,1979,7,4,0,0,2,0,918,918,918,0,918,2,5,1,1979,264,28,0,4,2010
20,95,11639,5,7,5,2007,2008,6,6,0,0,2,0,1428,1428,1428,0,1428,3,6,0,2007,480,0,120,12,2008
70,60,11414,8,7,8,1910,1993,3,3,0,0,2,0,728,728,1136,883,2019,3,8,0,1997,532,509,135,10,2009
160,0,2651,5,7,5,2000,2000,1,1,0,0,0,641,32,673,673,709,1382,3,6,0,2000,490,153,50,4,2006
30,51,5900,8,4,7,1923,1958,2,5,0,0,2,0,440,440,869,0,869,2,4,0,0,0,0,0,8,2006
120,35,4274,5,7,5,2006,2007,0,0,0,0,0,1106,135,1241,1241,0,1241,1,4,0,2007,569,0,116,11,2007
20,68,9450,15,4,5,1954,1954,1,1,0,0,6,552,342,894,894,0,894,3,5,0,1999,400,0,0,5,2007
20,80,8816,9,5,6,1963,1963,0,0,0,0,3,651,470,1121,1121,0,1121,3,5,0,1963,480,0,80,6,2009
85,0,12122,11,7,9,1961,2007,6,6,210,3,1,867,77,944,999,0,999,3,6,0,1961,588,144,76,7,2008
60,98,12203,3,8,5,1998,1999,0,0,975,0,0,854,371,1225,1276,1336,2612,4,8,1,1998,676,250,0,7,2009
20,43,3182,21,7,5,2007,2007,0,0,16,3,2,0,1266,1266,1266,0,1266,2,6,2,2007,388,100,16,3,2008
60,0,11250,0,8,5,2002,2002,6,6,0,2,2,0,1128,1128,1149,1141,2290,4,9,2,2002,779,0,0,5,2008
90,75,10125,4,5,5,1977,1977,7,4,0,4,5,0,0,0,1302,432,1734,4,8,0,1977,539,0,0,8,2009
190,68,10880,15,5,5,1950,1950,1,1,0,0,1,1040,124,1164,1164,0,1164,3,5,0,1950,240,0,48,8,2008
50,59,5310,7,6,8,1910,2003,0,0,0,0,2,0,485,485,1001,634,1635,2,5,0,1950,255,394,0,6,2006
20,83,10159,10,9,5,2009,2010,0,0,450,3,0,1646,284,1930,1940,0,1940,3,8,2,2010,606,168,95,4,2010
60,0,12046,6,6,6,1976,1976,7,4,298,0,6,156,692,848,1118,912,2030,4,8,1,1976,551,0,224,6,2007
60,65,8125,5,7,5,2006,2006,0,0,0,0,2,0,770,770,778,798,1576,3,6,0,2006,614,0,50,8,2006
60,82,9452,3,8,5,1997,1998,0,0,423,0,0,1074,322,1396,1407,985,2392,3,7,1,1997,870,0,70,6,2006
70,121,17671,7,8,9,1882,1986,2,5,0,0,4,216,700,916,916,826,1742,4,8,2,1925,424,0,169,11,2009
60,80,9760,11,6,8,1964,1993,2,5,340,1,4,536,169,822,1020,831,1851,3,7,3,1964,440,239,42,7,2007
60,68,8846,0,6,5,2005,2006,0,0,0,0,2,0,750,750,750,750,1500,3,6,0,2005,564,0,35,8,2006
20,96,12456,10,10,5,2006,2007,6,6,230,1,0,1172,528,1700,1718,0,1718,3,7,2,2008,786,216,48,7,2009
50,51,4712,8,4,7,1946,1950,1,1,0,0,1,384,363,747,774,456,1230,3,5,0,1946,305,0,57,8,2006
20,0,10659,11,5,6,1961,1961,2,5,0,0,3,915,135,1050,1050,0,1050,3,6,0,1961,368,0,319,1,2006
20,0,11717,6,6,6,1970,1970,3,3,571,0,2,0,1442,1442,1442,0,1442,2,6,1,1970,615,371,0,2,2009
30,60,9786,13,3,4,1922,1950,2,5,0,0,2,0,1007,1007,1077,0,1077,3,6,2,1922,210,0,100,5,2006
20,64,6762,0,7,5,2006,2006,0,0,24,3,0,686,501,1187,1208,0,1208,2,6,0,2006,632,105,61,2,2010
20,74,10206,15,3,3,1952,1952,10,10,0,4,5,0,0,0,944,0,944,2,4,0,1956,528,0,0,7,2009
30,60,5400,7,5,6,1920,1950,2,5,0,0,2,0,691,691,691,0,691,2,4,0,1920,216,0,20,1,2007
20,75,11957,5,8,5,2006,2006,0,0,53,0,0,24,1550,1574,1574,0,1574,3,7,2,2006,824,144,104,7,2008
90,0,11500,6,5,6,1976,1976,0,0,164,0,2,0,1680,1680,1680,0,1680,4,8,0,1976,528,0,0,6,2007
120,43,3182,21,7,5,2005,2006,0,0,16,0,0,16,1330,1346,1504,0,1504,1,7,2,2005,457,156,0,5,2009
80,65,8385,0,5,8,1977,1977,3,3,220,3,0,595,390,985,985,0,985,3,6,0,1977,328,210,0,11,2008
20,0,12155,11,6,3,1970,1970,7,4,0,0,6,1237,420,1657,1657,0,1657,3,7,1,1970,484,0,0,3,2007
160,21,2217,14,4,4,1970,1970,6,6,0,0,4,273,0,546,546,546,1092,3,6,0,1970,286,238,0,8,2009
20,43,12118,4,7,5,2004,2005,0,0,108,2,2,0,1710,1710,1710,0,1710,3,7,2,2004,550,100,48,4,2009
50,60,6000,23,5,5,1926,1950,2,5,0,0,2,0,1008,1008,1008,0,1522,4,7,0,0,0,0,0,6,2006
50,115,21286,9,5,5,1948,1950,2,5,0,0,2,0,720,720,720,551,1271,4,7,2,1948,312,0,0,8,2008
90,75,9825,15,5,5,1965,1965,11,12,0,4,5,0,0,0,1664,0,1664,4,8,0,0,0,0,0,5,2010
70,55,10592,2,6,7,1923,1996,2,5,0,0,2,0,602,602,900,602,1502,3,7,1,1923,180,96,0,8,2007
30,60,7200,7,5,4,1910,2006,1,8,0,0,1,247,310,1022,1022,0,1022,2,4,0,1956,280,0,30,6,2009
20,60,11664,11,6,5,1948,1950,1,1,206,0,4,336,746,1082,1082,0,1082,2,5,2,1948,240,0,130,11,2007
60,70,8400,6,8,6,2001,2001,0,0,0,0,0,643,167,810,810,855,1665,3,6,0,2001,528,0,45,11,2009
20,73,11883,0,7,5,1996,1996,0,0,196,1,0,690,814,1504,1504,0,1504,3,6,1,1996,478,115,66,6,2009
120,0,5814,18,8,5,1984,1984,3,3,0,3,0,1036,184,1220,1360,0,1360,1,4,4,1984,565,63,0,8,2009
80,0,10784,17,7,5,1991,1992,3,3,76,0,2,0,384,384,802,670,1472,3,7,1,1991,402,164,0,5,2007
120,43,3013,21,7,5,2005,2005,0,0,145,1,0,16,1346,1362,1506,0,1506,2,6,2,2005,440,142,20,4,2006
20,60,7024,15,4,5,2005,2005,0,0,0,0,0,1024,108,1132,1132,0,1132,2,5,0,2005,451,252,64,6,2008
20,64,7406,0,7,5,2006,2006,0,0,84,3,0,684,515,1199,1220,0,1220,2,6,0,2006,632,105,54,7,2006
50,52,9439,7,5,5,1930,1950,2,5,0,0,6,324,588,912,912,336,1248,2,6,0,1957,160,0,0,3,2007
120,43,3182,21,7,5,2005,2006,0,0,14,0,0,16,1330,1346,1504,0,1504,2,7,2,2005,437,156,20,5,2008
20,0,15498,16,8,6,1976,1976,12,3,0,3,1,1165,0,1565,2898,0,2898,2,10,2,1976,665,0,72,5,2008
20,70,7700,0,5,5,1972,1972,0,0,0,0,6,138,276,882,882,0,882,3,5,0,1980,461,96,0,3,2007
20,73,9300,11,5,5,1960,1960,1,3,324,0,3,697,571,1268,1264,0,1264,3,6,2,1960,461,0,0,4,2010
20,71,9520,16,8,5,2007,2008,0,0,338,1,0,1513,125,1638,1646,0,1646,3,7,2,2008,800,192,44,4,2008
50,79,9492,11,5,5,1941,1950,5,2,0,0,3,368,359,768,968,408,1376,3,6,2,1941,240,0,0,4,2007
160,21,1680,22,6,7,1972,1972,3,3,281,0,4,317,355,672,672,546,1218,3,7,0,1972,264,0,28,5,2006
190,0,7082,23,5,8,1916,1995,0,0,0,2,2,0,686,686,948,980,1928,5,10,0,0,0,0,0,7,2006
75,102,15863,23,7,3,1920,1970,2,4,0,0,0,523,301,824,1687,998,3082,5,12,1,1970,672,136,63,8,2009
60,0,14541,3,8,7,1993,1993,1,1,0,0,0,1012,326,1338,1352,1168,2520,5,10,1,1993,796,209,55,11,2006
20,0,8125,0,7,5,2002,2002,0,0,295,0,0,986,668,1654,1654,0,1654,3,6,0,2002,900,0,136,2,2006
30,50,6305,2,5,7,1938,1950,1,1,0,0,2,0,920,920,954,0,954,2,5,2,1938,240,0,0,6,2007
20,0,11500,15,4,3,1957,1957,2,5,0,4,5,0,0,0,845,0,845,3,5,0,1957,290,186,0,1,2009
20,89,12898,16,9,5,2007,2008,0,0,70,1,0,1022,598,1620,1620,0,1620,2,6,4,2008,912,228,0,9,2009
60,0,9240,0,8,5,2001,2002,0,0,396,0,2,0,1055,1055,1055,1208,2263,3,7,1,2001,905,0,45,9,2008
160,21,1533,14,4,6,1970,2008,6,6,0,0,2,0,546,546,798,546,1344,3,6,1,0,0,0,0,5,2009
180,21,1477,14,4,4,1970,1970,6,6,0,3,0,509,121,630,630,0,630,1,3,0,1970,286,0,0,4,2009
20,88,13125,9,5,4,1957,2000,2,5,67,0,3,168,284,1134,1803,0,1803,3,8,1,1957,484,0,0,1,2006
60,0,9130,6,6,8,1966,2000,3,3,252,0,0,400,336,800,800,832,1632,4,7,0,1966,484,0,40,7,2008
120,34,5381,10,6,5,2005,2005,0,0,135,3,1,900,406,1306,1306,0,1306,1,5,2,2005,624,170,63,8,2009
60,86,11839,12,7,5,1990,1990,3,3,99,0,0,1085,390,1475,1532,797,2329,4,10,4,1990,514,192,121,5,2008
20,80,9600,6,8,5,1981,1981,4,7,0,0,1,1104,1420,2524,2524,0,2524,4,9,2,1981,542,474,120,7,2009
20,0,13680,15,3,5,1955,1955,4,5,0,4,5,0,0,0,1733,0,1733,4,8,2,1955,452,0,0,6,2009
60,85,16056,18,9,5,2005,2006,6,6,208,3,0,240,1752,1992,1992,876,2868,4,11,2,2005,716,214,108,7,2006
20,57,9245,0,5,5,1994,1995,0,0,0,0,0,686,304,990,990,0,990,3,5,0,1996,672,0,0,2,2008
20,100,21750,4,5,4,1960,2006,3,3,75,4,5,0,0,0,1771,0,1771,3,9,1,1960,336,0,0,11,2009
20,60,11100,15,4,7,1946,2006,1,1,0,4,5,0,0,0,930,0,930,2,6,0,1946,308,0,0,4,2010
20,73,8993,17,7,5,2007,2007,0,0,0,3,2,0,1302,1302,1302,0,1302,3,6,0,2007,436,0,22,8,2007
20,103,11175,0,7,5,2007,2007,0,0,0,3,2,0,1316,1316,1316,0,1316,3,6,2,2007,440,0,20,10,2007
60,100,9500,11,6,6,1964,1978,0,0,272,0,3,442,374,816,1127,850,1977,4,9,1,1964,540,0,52,6,2007
20,68,8562,15,5,6,1957,2002,3,3,145,3,3,383,833,1216,1526,0,1526,4,7,2,1957,364,116,78,5,2010
60,90,11367,0,8,5,2002,2002,0,0,210,2,0,932,133,1065,1091,898,1989,3,7,2,2002,586,199,60,11,2006
20,104,11361,6,6,5,1976,1976,7,4,160,0,1,644,549,1193,1523,0,1523,3,7,1,1976,478,0,0,5,2008
120,43,7052,10,7,5,2005,2005,0,0,240,3,0,659,705,1364,1364,0,1364,2,6,2,2005,484,192,36,6,2006
60,0,29959,3,7,6,1994,1994,3,3,0,0,0,595,378,973,979,871,1850,3,7,2,1994,467,168,98,1,2009
60,96,11308,10,9,5,2008,2008,0,0,154,3,0,936,168,1104,1130,1054,2184,3,10,2,2008,836,0,102,7,2009
50,0,11275,2,6,7,1932,1950,1,1,480,2,3,297,0,854,1096,895,1991,3,7,2,1977,432,0,0,3,2007
120,41,4920,18,8,5,2001,2001,6,6,0,2,0,616,722,1338,1338,0,1338,2,6,0,2001,582,0,0,4,2010
30,120,18000,13,3,4,1935,1950,1,1,0,0,2,0,894,894,894,0,894,2,6,0,1994,1248,0,20,8,2008
190,85,13600,7,5,5,1900,1950,2,5,0,0,2,0,662,662,1422,915,2337,5,10,0,1945,560,0,57,9,2007
30,50,6000,7,6,6,1925,1980,1,1,0,0,4,397,706,1103,1103,0,1103,2,5,2,1976,440,166,120,7,2006
20,0,11000,11,5,6,1966,1966,7,4,200,2,4,740,184,1154,1154,0,1154,3,6,5,1966,480,0,58,11,2009
60,80,14000,19,7,5,1996,1997,2,5,0,1,0,1201,105,1306,1306,954,2260,3,7,0,1996,533,296,44,4,2010
60,59,7837,17,6,7,1993,1994,0,0,0,0,2,0,799,799,799,772,1571,3,7,1,1993,380,0,40,5,2009
60,80,9760,11,6,6,1964,1964,3,3,360,1,0,674,0,780,798,813,1611,4,7,0,1964,442,328,128,6,2008
160,42,3964,14,6,4,1973,1973,6,6,0,0,1,837,105,942,1291,1230,2521,5,10,2,1973,576,728,20,6,2006
45,60,9600,11,5,7,1949,2003,1,1,0,0,1,220,625,845,893,0,893,2,4,0,1985,576,0,0,5,2007
20,72,10152,11,5,5,1956,1956,1,1,120,0,4,586,462,1048,1048,0,1048,3,6,0,1956,286,0,20,6,2007
60,78,11700,6,6,6,1968,1968,1,1,0,0,3,298,429,727,829,727,1556,4,8,0,1968,441,0,0,5,2009
50,50,7585,15,5,3,1948,1950,1,1,0,2,2,0,810,810,1002,454,1456,4,7,1,1954,280,0,0,8,2006
60,75,7950,15,6,6,1977,1977,3,4,140,0,4,535,155,690,698,728,1426,3,6,0,1977,440,252,0,7,2009
20,74,8556,0,7,5,2006,2006,0,0,0,3,2,0,1240,1240,1240,0,1240,2,5,0,2006,826,140,93,5,2007
70,75,13125,2,7,6,1940,1984,2,5,0,0,4,410,390,800,960,780,1740,3,6,2,1940,240,0,0,7,2007
50,60,10800,7,5,8,1936,1989,2,5,0,0,1,626,170,796,1096,370,1466,3,7,1,1950,566,436,21,4,2006
20,0,15870,11,5,5,1969,1969,0,4,0,2,4,75,230,1096,1096,0,1096,3,6,0,1969,299,240,32,3,2006
120,37,4435,0,6,5,2004,2004,0,0,169,2,0,662,186,848,848,0,848,1,3,2,2004,420,140,0,5,2006
20,65,8775,0,5,5,1994,1994,0,0,0,0,0,495,495,990,990,0,990,3,5,0,1996,299,0,64,4,2007
20,80,11040,6,6,7,1971,2004,0,0,144,0,1,656,602,1258,1258,0,1258,3,5,0,1971,528,55,0,10,2008
20,75,7500,9,5,5,1963,1963,3,3,0,0,1,824,216,1040,1040,0,1040,3,5,0,1963,308,0,0,6,2010
20,70,8749,0,7,5,2002,2002,0,0,100,0,2,0,1459,1459,1459,0,1459,3,6,2,2002,527,192,39,9,2007
